Step,TimeStamp,AvgEnergy,AverageEnergy_5th,AverageEnergy_95th,NoBoids,NoFoodSources,TotalFoodAvailable,Polarization,Expanse
257,996.3113,386.9654,386.9654,386.9654,25,1,800,0.4033194,0.691419
258,1000.266,386.9768,386.9768,386.9768,25,1,800,0.353002,1.098572
259,1004.245,386.9882,386.9882,386.9882,25,1,800,0.3611289,0.9570895
260,1008.247,386.9995,386.9995,386.9995,25,1,800,0.3998531,0.6926031
261,1012.39,387.0109,387.0109,387.0109,25,1,800,0.3992331,0.8664891
262,1016.43,387.0223,387.0223,387.0223,25,1,800,0.4687525,0.7986632
263,1020.587,387.0337,387.0337,387.0337,25,1,800,0.4290276,0.9909781
264,1024.831,387.0451,387.0451,387.0451,25,1,800,0.4804946,0.7174435
265,1028.693,387.0565,387.0565,387.0565,25,1,800,0.3644942,1.056315
266,1032.569,387.0678,387.0678,387.0678,25,1,800,0.4470228,0.8199049
267,1036.367,387.0792,387.0792,387.0792,25,1,800,0.3244995,1.029648
268,1040.25,387.0906,387.0906,387.0906,25,1,800,0.4795324,0.4876764
269,1044.253,387.1019,387.1019,387.1019,25,1,800,0.3673145,0.8150698
270,1048.165,387.1133,387.1133,387.1133,25,1,800,0.3955983,0.5406089
271,1052.126,387.1247,387.1247,387.1247,25,1,800,0.4253378,1.181059
272,1056.03,387.136,387.136,387.136,25,1,800,0.433989,0.8968476
273,1059.993,387.1474,387.1474,387.1474,25,1,800,0.3956628,0.8526939
274,1063.905,387.1588,387.1588,387.1588,25,1,800,0.4176174,0.8786709
275,1067.884,387.1701,387.1701,387.1701,25,1,800,0.4314841,0.8736569
276,1071.811,387.1815,387.1815,387.1815,25,1,800,0.3286836,0.8782913
277,1075.708,387.1929,387.1929,387.1929,25,1,800,0.4542946,0.5427143
278,1079.644,387.2042,387.2042,387.2042,25,1,800,0.4304661,0.7300818
279,1083.559,387.2156,387.2156,387.2156,25,1,800,0.3365723,1.00088
280,1087.646,387.2269,387.2269,387.2269,25,1,800,0.4617269,0.667351
281,1091.741,387.2383,387.2383,387.2383,25,1,800,0.3430858,0.8882117
